City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
364,caborca,30.5838,-111.101,24.65,38,100,0.83,MX,1670093535
365,hope,33.6671,-93.5916,17.03,39,100,4.73,US,1670093536
366,socorro,31.6546,-106.3033,19.55,44,71,6.02,US,1670093536
367,isabela,6.7085,121.9711,24.03,85,100,1.2,PH,1670093537
368,oriximina,-1.7656,-55.8661,31.95,52,93,2.08,BR,1670093537
369,newport,51.5877,-2.9984,6.3,79,22,7.81,GB,1670093538
370,hami,42.8,93.45,-6.51,41,6,1.98,CN,1670093495
371,dalvik,65.9702,-18.5286,-4.04,84,15,3.78,IS,1670093539
372,selty,57.3132,52.1345,-19.7,99,96,1.03,RU,1670093539
373,uren,57.4552,45.7852,-15.81,95,100,1.35,RU,1670093540
374,digras,20.1167,77.7167,21.01,60,0,1.34,IN,1670093540
375,huangchuan,32.1272,115.0394,5.06,64,100,4.09,CN,1670093541
376,panguna,-6.3164,155.4848,20.05,95,100,0.3,PG,1670093542
377,berlevag,70.8578,29.0864,-3.03,74,33,10.8,NO,1670093542
378,suoyarvi,62.0833,32.35,-6.25,84,100,3.85,RU,1670093497
379,dargaville,-35.9333,173.8833,15.74,75,0,1.6,NZ,1670093543
380,the valley,18.217,-63.0578,28.23,69,40,4.12,AI,1670093544
381,emerald,-23.5333,148.1667,18.96,79,0,2.44,AU,1670093544
382,chamalieres,45.7756,3.0631,3.4,93,100,1.54,FR,1670093545
383,axim,4.8699,-2.2405,25.91,81,95,2.38,GH,1670093546
384,yokadouma,3.5167,15.05,21.32,93,100,1.22,CM,1670093546
385,dossor,47.5272,52.9811,-8.48,55,0,6.37,KZ,1670093547
386,yatou,37.15,122.3833,-0.74,66,100,3.85,CN,1670093547
387,sawtell,-30.3833,153.1,16.21,88,40,3.6,AU,1670093548
388,ballina,-28.8667,153.5667,15.56,99,81,4.38,AU,1670093548
389,usinsk,65.9939,57.5281,-13.95,97,100,3.14,RU,1670093549
390,norilsk,69.3535,88.2027,-21.99,98,100,1.39,RU,1670093550
391,vaitape,-16.5167,-151.75,26.77,77,79,8.45,PF,1670093550
392,dingle,10.9995,122.6711,23.85,94,85,3.28,PH,1670093551
393,babstovo,48.1167,132.4833,-22.85,90,61,3.15,RU,1670093551
394,tigil,57.8,158.6667,-22.67,98,68,2.77,RU,1670093552
395,palafrugell,41.9174,3.1631,10.75,48,90,0.89,ES,1670093552
396,alta floresta,-9.8756,-56.0861,24.93,80,100,1.29,BR,1670093431
397,rocha,-34.4833,-54.3333,22.9,61,100,4.73,UY,1670093553
398,coburg,50.2667,10.9667,1.54,88,100,0.45,DE,1670093430
399,muros,42.7762,-9.0603,10.05,68,0,7.28,ES,1670093554
400,tazmalt,36.3868,4.3989,13.26,57,58,2.72,DZ,1670093555
401,castrillon,43.3979,-6.7922,5.03,89,78,0.8,ES,1670093555
402,tibu,8.639,-72.7358,29.38,57,85,1.7,CO,1670093556
403,lagoa,39.05,-27.9833,14.95,70,71,15.9,PT,1670093556
404,carutapera,-1.195,-46.02,29.11,62,99,5.1,BR,1670093557
405,kavieng,-2.5744,150.7967,27.5,78,95,2.79,PG,1670093558
406,wloszczowa,50.8526,19.9659,1.89,93,95,3.24,PL,1670093400
407,beyneu,45.3167,55.2,-8.48,48,0,4.64,KZ,1670093559
408,borzya,50.3833,116.5167,-26.83,98,32,2.07,RU,1670093559
409,nanortalik,60.1432,-45.2371,-1.62,83,100,5.45,GL,1670093560
410,alice,27.7523,-98.0697,22.09,89,100,3.6,US,1670093515
411,seoul,37.5683,126.9778,-1.34,50,0,6.69,KR,1670093413
412,imeni poliny osipenko,52.4201,136.4853,-32.78,100,28,0.19,RU,1670093562
413,dhidhdhoo,6.8833,73.1,26.81,77,94,2.19,MV,1670093562
414,mariinsk,56.2139,87.7472,-19.92,95,10,2.48,RU,1670093563
415,skovorodino,53.9833,123.9167,-28.53,98,97,0.55,RU,1670093563
416,helong,42.5397,128.9972,-15.0,62,4,5.51,CN,1670093564
417,namtsy,62.7161,129.6658,-34.06,99,100,1.18,RU,1670093565
418,los llanos de aridane,28.6585,-17.9182,17.86,64,40,2.24,ES,1670093565
419,zeya,53.75,127.2667,-33.02,96,67,0.75,RU,1670093566
420,phanat nikhom,13.4458,101.1844,26.28,88,86,2.96,TH,1670093566
421,ipixuna,-1.7625,-48.8043,30.26,56,99,0.9,BR,1670093567
422,tafo,6.7345,-1.6127,23.66,80,63,1.35,GH,1670093567
423,zhangye,38.9342,100.4517,-7.91,67,100,0.83,CN,1670093568
424,halifax,44.6453,-63.5724,10.94,83,100,5.81,CA,1670093393
425,bilibino,68.0546,166.4372,-24.44,93,72,2.6,RU,1670093569
426,soma,39.1855,27.6094,10.06,92,100,3.09,TR,1670093569
427,gohpur,26.8833,93.6333,15.79,72,0,0.92,IN,1670093570
428,avera,33.194,-82.5271,21.73,68,92,3.29,US,1670093571
429,anadyr,64.75,177.4833,-3.72,39,0,7.0,RU,1670093571
430,birnin kebbi,12.4539,4.1975,29.03,23,1,3.04,NG,1670093572
431,mumford,5.2618,-0.759,26.2,84,19,3.87,GH,1670093572
432,januaria,-15.4833,-44.3667,24.33,71,100,2.78,BR,1670093573
433,lasa,46.6166,10.7002,5.49,98,100,1.78,IT,1670093575
434,jizan,17.3333,42.6667,27.52,68,0,0.85,SA,1670093576
435,paradise,36.0972,-115.1467,16.7,41,75,3.09,US,1670093443
436,imbituba,-28.24,-48.6703,25.68,84,100,5.06,BR,1670093576
437,puerto del rosario,28.5004,-13.8627,18.86,88,75,3.09,ES,1670093577
438,tecoanapa,16.5167,-98.75,29.02,57,1,3.21,MX,1670093578
439,kande,9.9578,1.0447,31.19,40,71,1.49,TG,1670093578
440,fort nelson,58.8053,-122.7002,-18.23,78,75,2.06,CA,1670093579
441,walker,30.7335,-95.5669,23.7,78,100,2.06,US,1670093579
442,beyla,8.6833,-8.6333,21.59,86,15,1.83,GN,1670093580
443,ranong,9.9658,98.6348,24.84,87,100,2.64,TH,1670093580
444,namibe,-15.1961,12.1522,22.01,80,100,1.2,AO,1670093359
445,sayansk,54.1088,102.1648,-14.78,94,100,3.16,RU,1670093581
446,sile,41.1754,29.6133,11.98,69,100,3.58,TR,1670093582
447,nabire,-3.3667,135.4833,24.0,90,100,1.68,ID,1670093583
448,mountain home,43.133,-115.6912,-2.29,50,0,7.72,US,1670093411
449,krasnoselkup,65.7,82.4667,-22.21,100,100,2.82,RU,1670093584
450,ilulissat,69.2167,-51.1,-4.01,83,100,5.08,GL,1670093584
451,staryy nadym,65.6118,72.6842,-8.65,97,97,4.18,RU,1670093585
452,poum,-20.2333,164.0167,25.28,89,100,1.34,NC,1670093585
453,saint george,37.1041,-113.5841,11.91,41,0,0.45,US,1670093586
454,quatre cocos,-20.2078,57.7625,24.06,71,100,3.86,MU,1670093586
455,whitehorse,60.7161,-135.0538,-8.28,85,75,3.6,CA,1670093587
456,mackenzie,55.2999,-123.1698,-18.88,71,100,2.57,CA,1670093587
457,juba,4.8517,31.5825,29.82,32,38,2.0,SS,1670093588
458,san lawrenz,36.0553,14.204,19.36,80,0,3.58,MT,1670093589
459,lokosovo,61.1333,74.8167,-11.66,95,100,4.11,RU,1670093589
460,igarka,67.4667,86.5833,-27.9,100,55,1.71,RU,1670093590
461,ambunti,-4.2365,142.8448,22.86,99,100,1.06,PG,1670093591
462,kupang,-10.1667,123.5833,24.69,80,97,2.74,ID,1670093591
463,horadiz,39.4488,47.3353,4.43,97,100,2.69,AZ,1670093592
464,richards bay,-28.783,32.0377,20.73,79,100,3.32,ZA,1670093592
465,high level,58.5169,-117.136,-8.92,73,100,2.91,CA,1670093593
466,penzance,50.1186,-5.5371,6.38,77,100,8.87,GB,1670093558
467,egvekinot,66.3167,-179.1667,-10.22,62,100,4.28,RU,1670093441
468,alto araguaia,-17.3147,-53.2153,29.29,50,100,4.03,BR,1670093594
469,gusau,12.1628,6.6614,28.19,22,25,3.94,NG,1670093595
470,arcozelo,41.0533,-8.6433,9.91,85,0,0.51,PT,1670093595
471,springville,40.1652,-111.6107,3.73,56,75,1.54,US,1670093596
472,vercelli,45.3231,8.4153,7.34,97,100,1.92,IT,1670093597
473,haines junction,60.7522,-137.5108,-17.03,85,15,0.51,CA,1670093597
474,keningau,5.3378,116.1602,21.66,99,100,0.44,MY,1670093598
475,besikduzu,41.052,39.2284,13.94,91,82,3.19,TR,1670093599
476,concordia,-31.393,-58.0209,29.04,55,75,4.92,AR,1670093599
477,severodvinsk,64.5635,39.8302,-11.94,87,84,4.42,RU,1670093600
478,jalu,29.0331,21.5482,16.58,36,5,3.81,LY,1670093601
479,kizhinga,51.8462,109.9097,-16.07,80,99,6.2,RU,1670093601
480,cayenne,4.9333,-52.3333,24.02,88,75,2.06,GF,1670093598
481,bose,45.4612,8.0137,5.11,94,100,0.87,IT,1670093602
482,preobrazheniye,42.9019,133.9064,-11.03,51,0,4.76,RU,1670093603
483,valky,49.8387,35.6207,-4.17,47,85,6.96,UA,1670093604
484,iskateley,67.6803,53.1512,-12.15,95,49,3.29,RU,1670093604
485,las margaritas,16.3167,-91.9833,18.51,79,68,4.21,MX,1670093605
486,santa cruz,-17.8,-63.1667,35.03,29,40,4.63,BO,1670093495
487,mozelos,41.8677,-8.3978,9.93,85,0,2.1,PT,1670093607
488,dzialdowo,53.2396,20.17,-1.21,95,100,3.65,PL,1670093607
489,guider,9.9342,13.9486,29.7,22,100,0.91,CM,1670093608
490,bull savanna,17.8868,-77.5902,27.28,61,33,3.36,JM,1670093608
491,nizhniy tsasuchey,50.5167,115.1333,-20.56,89,13,3.67,RU,1670093609
492,jumla,29.2747,82.1838,3.93,33,0,2.4,NP,1670093609
493,sabang,5.8933,95.3214,26.76,77,100,4.35,ID,1670093536
494,vestmannaeyjar,63.4427,-20.2734,6.55,81,0,3.6,IS,1670093610
495,kirya,-3.9167,37.4833,24.74,65,47,4.59,TZ,1670093611
496,palembang,-2.9167,104.7458,24.05,100,20,0.0,ID,1670093403
497,le port,-20.9373,55.2919,26.61,89,22,0.72,RE,1670093612
498,banda aceh,5.5577,95.3222,25.72,80,100,2.26,ID,1670093612
499,pravokumskoye,44.7694,44.6472,-2.5,72,98,7.74,RU,1670093613
500,kenai,60.5544,-151.2583,-7.7,87,0,2.06,US,1670093359
501,nata,8.3333,-80.5167,32.93,64,41,5.84,PA,1670093614
502,olinda,-8.0089,-34.8553,28.85,61,40,4.63,BR,1670093614
503,naliya,23.2667,68.8333,21.89,36,8,2.83,IN,1670093615
504,walvis bay,-22.9575,14.5053,15.92,76,0,7.46,NA,1670093616
505,chaman,30.9236,66.4512,8.68,49,0,0.2,PK,1670093617
506,buala,-8.145,159.5921,26.26,83,100,2.7,SB,1670093617
507,atkarsk,51.8718,45.0078,-10.13,67,9,3.77,RU,1670093618
508,aswan,24.0934,32.907,21.61,28,0,2.57,EG,1670093618
509,sandorfalva,46.3609,20.0989,3.97,82,100,2.64,HU,1670093619
510,lumsden,50.6501,-104.8678,-14.44,80,100,4.41,CA,1670093619
511,eskisehir,39.7767,30.5206,6.69,91,83,1.68,TR,1670093463
512,alamosa,37.4695,-105.87,4.08,46,100,1.46,US,1670093620
513,bundaberg,-24.85,152.35,15.68,94,27,0.45,AU,1670093621
514,lebanon,36.2081,-86.2911,12.72,71,100,5.66,US,1670093621
515,zelenoborsk,61.4669,64.0333,-11.77,90,100,2.92,RU,1670093622
516,salinopolis,-0.6136,-47.3561,27.86,70,100,5.94,BR,1670093623
517,priiskovyy,51.9333,116.6333,-29.77,99,19,1.42,RU,1670093623
518,nueve de julio,-35.4444,-60.8831,33.31,22,0,0.45,AR,1670093624
519,kiknur,57.3034,47.2011,-19.69,99,100,1.41,RU,1670093624
520,paamiut,61.994,-49.6678,-1.69,69,100,1.12,GL,1670093625
521,asau,46.4333,26.4,-1.49,94,99,1.04,RO,1670093625
522,itaituba,-4.2761,-55.9836,31.09,66,40,3.09,BR,1670093626
523,san luis,-33.295,-66.3356,32.76,18,1,3.45,AR,1670093489
524,springfield,37.2153,-93.2982,4.5,47,93,3.13,US,1670093625
525,bagdarin,54.4333,113.6,-24.32,86,98,1.84,RU,1670093628
526,vao,-22.6667,167.4833,24.93,90,98,4.44,NC,1670093628
527,north bend,43.4065,-124.2243,9.95,78,20,3.09,US,1670093629
528,maloy,61.9353,5.1136,2.63,69,38,1.37,NO,1670093630
529,neuquen,-38.9516,-68.0591,31.94,14,20,6.69,AR,1670093630
530,boyolangu,-8.1181,111.8935,24.22,90,100,1.01,ID,1670093631
531,gat,31.61,34.7642,19.11,50,79,1.71,IL,1670093631
532,saint-augustin,51.226,-58.6502,0.79,85,100,8.1,CA,1670093529
533,rawson,-43.3002,-65.1023,26.78,22,68,6.6,AR,1670093455
534,thongwa,16.7619,96.5278,28.09,76,22,2.52,MM,1670093633
535,methoni,36.8197,21.7049,15.12,79,84,5.4,GR,1670093633
536,kishi,9.0833,3.85,28.94,26,88,1.73,NG,1670093634
537,shubarkuduk,49.1447,56.4872,-13.44,74,6,5.71,KZ,1670093634
538,yar-sale,66.8333,70.8333,-3.98,94,100,6.87,RU,1670093635
539,kamaishi,39.2667,141.8833,9.43,81,100,2.65,JP,1670093635
540,verkhniy baskunchak,48.2256,46.7217,-8.25,42,0,5.58,RU,1670093636
541,cap malheureux,-19.9842,57.6142,23.04,73,97,0.89,MU,1670093637
542,shimoda,34.6667,138.95,10.61,57,100,9.21,JP,1670093638
543,margate,51.3813,1.3862,6.04,78,100,2.24,GB,1670093638
544,miles city,46.4083,-105.8406,-2.88,52,72,4.21,US,1670093639
545,coos bay,43.3665,-124.2179,9.99,79,20,3.09,US,1670093639
546,orange cove,36.6244,-119.3137,14.78,100,100,0.0,US,1670093640
547,leh,34.1667,77.5833,-6.14,56,1,0.83,IN,1670093640
548,maykor,59.0059,55.88,-12.17,87,100,2.33,RU,1670093641
549,santa maria,-29.6842,-53.8069,30.61,55,40,3.6,BR,1670093083
550,san policarpo,12.1791,125.5072,26.77,85,98,5.1,PH,1670093642
551,sorland,67.667,12.6934,3.92,71,100,6.61,NO,1670093473
552,upata,8.0086,-62.3989,29.55,82,100,2.46,VE,1670093643
553,atar,20.5169,-13.0499,22.22,15,0,2.49,MR,1670093644
554,necochea,-38.5473,-58.7368,30.19,25,1,3.84,AR,1670093573
555,iwanai,42.9744,140.5089,-0.84,87,100,7.68,JP,1670093645
556,bushehr,28.9684,50.8385,23.05,68,20,2.06,IR,1670093645
557,lata,40.1629,-8.3327,14.34,81,98,0.85,PT,1670093646
558,iasi,47.1667,27.6,1.49,91,100,2.24,RO,1670093055
559,gillette,44.2911,-105.5022,1.13,41,43,5.36,US,1670093648
560,marsh harbour,26.5412,-77.0636,24.79,59,0,8.06,BS,1670093649
561,rongcheng,30.634,117.8517,5.35,94,100,2.37,CN,1670093649
562,khvatovka,52.3524,46.5628,-13.78,84,8,2.39,RU,1670093650
563,mala,-12.6581,-76.6308,22.37,71,18,4.0,PE,1670093651
